Category,Choline,Vitamin B3,Vitamin B5,Vitamin B2,Selenium,Vitamin B1,Vitamin B12,Vitamin B6,Retinol,Water,Monosaturated Fat,Polysaturated Fat,Saturated Fat,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,.Zinc,Vitamin C,Vitamin E,Vitamin K
SOUP,0,0.95,0.28,0.04,0,0.034,0,0.07,0,81.89,0.79,1.37,0.67,17,0.68,3,42,185,816,0.9,1.6,0,0
SOUP,0,1.49,0.15,0.071,4,0.067,0.15,0.07,0,74.08,1.38,0.54,1.27,14,0.89,6,45,176,731,0.6,0,0.62,0
CAMPBELL'S RED & WHITE,0,0,0,0,0,0,0,0,0,87.7,0,0,0.397,0,1.59,0,0,0,706,0,0,0,0
SOUP,16,0.822,0.1,0.039,1.8,0.048,0,0.06,2,77.13,0.47,1.05,0.4,18,0.62,4,26,257,635,0.4,11.5,1.73,3
SOUP,0,1.52,0.39,0.045,0,0.015,0.9,0.13,0,86.37,0.75,0.46,0.52,21,0.81,10,44,153,391,0.9,2.7,0,0
SOUP,12,1.112,0.14,0.051,8.9,0.059,0.13,0.03,3,86.37,0.64,0.39,0.44,9,0.75,4,38,60,650,0.46,0.1,0.14,4.4
SOUP,9,0.82,0.39,0.032,4.3,0.024,0.14,0.04,8,86.01,1.08,0.55,0.73,14,0.62,3,33,143,739,0.5,0,0.34,4.3
SOUP,7,0.5,0.14,0.027,2.9,0.03,0,0.08,0,87.58,0.66,0.58,0.23,23,0.68,3,30,165,359,1.3,2.5,0.53,8.1
SOUP,8,0.747,0.28,0.037,3.5,0.044,0,0.045,0,84.91,0.68,0.59,0.24,17,0.88,6,28,171,672,0.38,1.2,1.17,4.2
SOUP,13,0.462,0.049,0.025,3.6,0.04,0,0.02,3,84.55,0.372,0.142,0.524,12,0.73,15,47,71,344,0.64,0.6,0.09,0.2
SOUP,10,1.127,0.18,0.063,2.5,0.024,0.26,0.055,0,83.34,0.465,0.047,0.554,13,0.97,2,50,140,359,1.1,2.9,0.28,3.1
SOUP,10,0.823,0.28,0.039,2.2,0.029,0.25,0.06,0,83.69,0.64,0.09,0.68,13,0.89,5,32,138,631,1.23,1.9,0.48,5.6
SOUP,10,0.789,0.28,0.037,2.2,0.042,0,0.046,0,83.27,0.45,0.64,0.36,14,0.79,5,32,157,661,0.65,1.9,0.12,2.3
SOUP,113,4.467,0.3,0.243,27.6,0.07,1,0.2,0,3.27,3.616,0.332,4.32,60,1,51,320,446,16982,0,0,2.17,3.2
SOUP,113,3.3,0.3,0.24,27.6,0.2,1,0.2,0,3.3,1.67,0.16,1.99,60,2.23,50,225,403,24000,0.21,0,0,0
SOUP,85,5.574,0.02,0.494,36,0.988,0.02,0.275,5,4.97,2.71,1.33,2.07,48,2.68,76,320,656,8408,0.81,4,0.6,137.2
SOUP,115,2.46,0.6,0.43,28,0.1,0.3,0.1,0,2.27,5.36,4.48,3.43,187,1.03,56,166,309,18586,0.09,1.1,0.46,0
SOUP,0,3.9,0.6,0.38,27.9,0.19,0.3,0.1,0,2.5,1.92,1.62,1.2,190,1.87,56,191,374,24000,0.2,1,0.09,0
CAMPBELL'S RED & WHITE,0,0,0,0,0,0,0,0,0,83,0,0,0.794,0,0.57,0,0,254,492,0,0,0,0
CAMPBELL COMPANY,0,0,0,0,0,0,0,0,0,83.2,0,0,0.397,16,0.29,0,0,0,706,0,0,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,94.9,0,0,0,0,0,0,0,0,694,0,0,0,0
SOUP,28,1.472,0.854,0.274,5,0.279,0,0.582,0,3.79,0.067,0.164,0.089,143,1.25,60,211,721,8031,1.12,3.4,0.13,1.4
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,93.5,0,0,0,0,0,0,0,0,653,0,0,0,0
SOUP,58,4.625,0.848,0.266,22.6,0.34,0,0.3,0,3.73,1.91,0.5,2.32,46,3.71,115,173,605,6722,0.98,35.3,0.48,25
SOUP,58,2.2,0.7,0.45,20.7,5.18,0.5,0.1,0,2.9,10.73,6.29,6.03,134,2.6,48,228,408,4957,1.6,16.6,2.41,32.9
SAUCE,56,0.324,1,0.476,13.6,0.16,0.8,0.1,62,4.09,8.44,3.66,12.05,795,0.42,44,597,519,4110,2.5,1,0.07,0.6
CAMPBELL'S RED & WHITE,0,0,0,0,0,0,0,0,0,85.7,0,0,0.397,0,0.29,0,0,0,460,0,0,0,0
SAUCE,20,1.27,0.2,0.07,1.1,0.03,0,0.1,0,67.69,0,0,0,25,1.7,61,154,225,3833,0.1,0,0,0
GRAVY,0,0.9,0.02,0.06,0.4,0.02,0.1,0.01,0,94.5,0.08,0.01,0.1,4,0.6,2,30,81,50,1,1,0,0
GRAVY,0,4.087,0.157,0.324,6.2,0.472,0.32,0.174,0,2.74,4.683,0.23,2.026,140,9.3,56,153,279,11588,0.7,1,0,0
GRAVY,6,0.66,0.02,0.036,1,0.032,0.1,0.01,1,87.48,0.962,0.08,1.153,6,0.7,2,30,81,560,1,0,0.02,0.1
CAMPBELL SOUP,0,0,0,0,0,0,0,0,0,70.2,0.781,0.391,1.172,78,0,0,0,0,672,0,2.8,0,0
GRAVY,0,3.7,0.1,0.39,6.1,0.18,0.7,0.1,8,5,4.452,0.405,3.319,132,1.72,34,203,262,4843,1.11,0.3,0,0
GRAVY,4,0.443,0.02,0.043,0.8,0.017,0.1,0.01,1,85.34,2.55,1.5,1.41,20,0.47,2,29,109,577,0.8,0,0.13,0.2
GRAVY,0,4.018,1.286,0.634,5.2,0.249,0.48,0.202,27,3.85,4.648,1.877,2.92,146,1.33,40,249,404,4152,1.39,0.6,0,0
GRAVY,0,0.671,1.1,0.063,1.9,0.033,0,0.02,0,89,1.17,1.02,0.4,7,0.66,2,15,106,570,0.7,0,0,0
GRAVY,24,3.7,0.1,0.4,5.3,0.2,0.7,0.1,0,3.34,1.31,0.14,2.36,230,1,34,203,262,6580,1.54,7,0.15,0.2
GRAVY,0,3.7,0.1,0.4,6.1,0.2,0.7,0.1,0,4.36,0.9,0.14,1.86,280,1,34,203,262,4186,0.88,7,0,0
GRAVY,24,2.27,0.326,0.283,6.1,0.16,0.51,0.086,34,4.43,3.881,0.454,4.29,139,3.94,34,188,235,5356,1.06,1.4,0.26,0.4
GRAVY,3,1.3,0.02,0.08,0.6,0.02,0.1,0.01,0,88.6,0.9,0.49,0.62,4,0.7,2,29,109,577,0.8,0,0.05,0
GRAVY,0,2.77,1.012,0.45,5.2,0.211,0.58,0.204,7,4.67,2.575,2.196,1.975,146,3.29,44,254,428,4392,1.26,0.2,0,0
GRAVY,0,3.7,0.1,0.432,6.1,0.2,0.7,0.1,0,4,3.15,1.62,2.86,150,1,45,203,262,5730,1.4,7,0,0
SOUP,62,4.88,0.895,0.381,32.4,0.575,0.75,0.236,8,4.94,2.263,1.39,1.947,55,2.44,38,195,306,3643,1.65,0,0.33,0.1
SAUCE,0,2.544,0.232,0.573,0,0.136,0,0.752,0,4.12,0,0,0,302,5.71,127,254,602,1164,2.5,0,0,0
SAUCE,0,2.918,0.597,0.212,0,0.284,0,0.364,0,59.66,0,0,0,20,0.94,25,139,401,1145,1.41,20.4,0,0
USDA COMMODITY,0,0.73,0,0.12,0,0.03,0,0.06,0,87.1,0.21,0.51,0.162,20,0.9,13,25,292,590,0.21,3.9,0,0
CAMPBELL COMPANY,0,0,0,0,0,0,0,0,0,85.2,0,0,0.397,0,0.57,0,0,0,651,0,0,0,0
CAMPBELL,0,0,0,0,0,0,0,0,0,80.6,0.397,0,0.794,0,0.57,0,0,0,706,0,0,0,0
SOUP,0,0.9,0.19,0.06,0,0.02,0.16,0.04,0,85.5,1,0.1,1.2,4,0.7,7,29,126,709,1.1,0,0,0
SOUP,11,1.3,0.2,0.09,2.9,0.02,0.05,0.04,8,80.4,3.21,1.85,1.92,23,0.7,7,22,126,661,0.8,0,0.64,1.1
SAUCE,3,0.487,0.037,0.032,1.3,0.01,0,0.041,0,60.34,0.074,0.17,0,12,0.21,12,17,208,1119,0.13,0.7,0.66,1.8
SAUCE,0,1.014,0.059,0.084,0.4,0.018,0,0.078,0,53.71,0.24,0.588,0.153,12,1.43,12,22,259,538,0.19,0.5,0,0
SAUCE,0,1.421,0.374,0.053,0,0.061,0.02,0.136,0,86.71,0.461,0.099,0.46,54,0.9,21,50,354,185,0.25,11.3,0,0
SOUP,0,0.894,0.1,0.055,0,0.051,0,0.07,4,75.32,0.53,0.87,0.42,31,0.64,7,47,325,685,0.46,4.6,0,0
SOUP,13,1.032,0.053,0.063,5.1,0.039,0,0.086,0,82.5,0.179,0.189,0.155,13,1.11,14,29,229,551,0.25,12.9,0.34,3.2
SAUCE,12,0.075,0.007,0.032,0.9,0.022,0,0.175,0,89.88,0.025,0.115,0.03,27,0.46,15,31,297,600,0.37,1.9,1.18,4.5
SAUCE,14,0.261,0.339,0.184,3.3,0.055,0.3,0.041,56,80.66,2.67,1.586,2.152,126,0.21,15,101,163,328,0.42,0.8,0.16,0.5
SAUCE,14,0.402,0.326,0.185,4.1,0.069,0.28,0.04,88,74.89,4.42,2.862,2.854,118,0.33,14,98,156,354,0.41,0.8,0.28,0.9
SAUCE,14,0.589,0.315,0.19,5.2,0.088,0.26,0.038,114,69.1,5.851,3.914,3.416,111,0.5,14,96,149,373,0.4,0.7,0.37,1.2
SAUCE,0,0.254,0.11,0.082,0,0.036,0,0.157,0,89.98,0.03,0.196,0.052,8,0.48,5,11,144,2643,0.11,74.8,0.12,2.4
SAUCE,0,0.178,0.11,0.084,0.5,0.032,0,0.154,0,95.17,0.061,0.401,0.106,12,1.16,12,23,128,633,0.16,4.5,0.01,0.2
SOUP,5,0.872,0,0.091,1.2,0.033,0,0.055,0,95.89,0.043,0.005,0.035,8,0.27,7,31,185,198,0.17,0,0.01,0.1
SOUP,9,1.584,0,0.085,2.2,0.035,0,0.061,1,92.15,0.582,0.213,0.321,3,0.21,4,27,105,143,0.14,0.2,0.03,0.2
SOUP,7,1.186,0.329,0.076,1,0.033,0.69,0.037,2,96.96,0.236,0.138,0.203,3,0.01,7,56,144,156,0.06,0.1,0.17,0
SAUCE,8,1.17,0.068,0.217,1.8,0.004,0,0.062,0,44.23,0.963,1.698,0.568,32,1.01,24,38,119,1615,0.32,0.4,0.28,0.5
SAUCE,4,1.474,0.016,0.124,4.4,0.01,0.41,0.016,0,80,0.073,0.066,0.043,32,0.18,4,22,54,2733,0.09,0.1,0,0
SOUP,7,0.64,0,0.04,2.1,0.06,0,0.06,0,87.3,0.28,0.25,0.14,20,0.72,13,34,186,215,0.32,5.7,0.7,5.8
USDA COMMODITY,0,1.08,0,0.03,0.4,0.05,0,0.149,0,89.7,0.016,0.107,0.029,12,2.24,16,30,270,430,0.17,4,0,0
SAUCE,13,2.313,0.118,0.057,9.1,0.012,0.48,0.396,4,71.07,0.002,0.003,0.003,43,0.78,175,7,288,7720,0.2,0.5,0,0
SOUP,0,0.493,0.13,0.039,0,0.027,0.19,0.026,0,90.13,0.583,0.341,0.501,10,0.94,7,21,53,501,0.82,0.1,0,0
SOUP,10,0.17,0,0.192,1.8,0.042,0.02,0.04,2,87.26,0.44,0.56,0.53,13,0.48,5,51,374,383,0.36,0,0.16,0.4
SOUP,3,0.686,0.012,0.014,0,0.002,0.06,0.006,0,97.32,0,0,0,8,0.26,1,18,85,231,0.08,0.4,0.01,0
SAUCE,20,1.27,0,0.07,0.8,0.03,0,0.1,0,69.7,0,0,0,25,1.7,61,154,225,1778,0.1,0,0,0
SOUP,18,0.324,0.128,0.029,4.3,0.056,0.03,0.046,0,79.91,0.415,0.269,0.252,38,1.02,19,13,158,187,0.53,1.1,0.39,5.1
SPLIT PEA SOUP,18,0.457,0.237,0.029,0.3,0.07,0.01,0.073,0,82.4,0.37,0.168,0.3,17,0.77,14,54,183,166,0.4,0,0.2,36.1
SPLIT PEA W/ HAM SOUP,22,0.695,0.25,0.038,0.3,0.083,0.03,0.048,0,82.8,0.282,0.135,0.294,16,0.7,14,54,204,196,0.49,1,0.06,2.6
SOUP,0,0.505,0.009,0.01,0,0.001,0.04,0.005,0,97.8,0.045,0.021,0.029,6,0.2,1,13,80,158,0.07,7,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,85.6,0.403,0.403,0.806,0,0,0,0,306,371,0,0,0,0
SOUP,0,0.355,0.21,0.111,0,0.041,0.2,0.026,16,86,0.84,0.9,1.34,70,0.35,8,62,145,420,0.37,1.6,0,0
SOUP,12,0.346,0,0.017,3.7,0.015,0.02,0.042,0,87.9,1.605,0.974,1.636,15,0.16,5,19,73,416,0.16,4,0.06,2.3
CAMPBELL'S RED&WHITE,0,0,0,0,0,0,0,0,0,86.6,0,0,0.403,16,0,0,0,0,565,0,0,0,0
SOUP,0,0.176,0.61,0.1,1.9,0.03,0.2,0.026,44,86.46,0.99,1.07,1.59,75,0.28,9,61,125,407,0.08,0.6,0,0
SOUP,0,0.2,0.19,0.133,2.8,0.025,0.17,0.031,142,82.44,1.63,0.18,3.63,115,0.32,8,100,136,406,0.27,0.5,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,87.8,0,0,0.397,0,0.29,0,0,0,524,0,0,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,80.6,0,0,0,0,0.29,0,0,0,427,0,4.8,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,84.2,0,0,0.403,0,0,0,0,0,524,0,0,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,86.6,0,0,0.794,32,0,0,0,0,627,0,0,0,0
SOUP,0,0.372,0.23,0.104,0,0.03,0.22,0.027,69,84.83,1.8,0.66,1.87,73,0.27,7,61,110,422,0.27,0.5,0,0
SOUP,9,1.54,0.346,0.092,4,0.109,0,0.167,0,82.79,0.203,0.403,0.147,20,0.66,25,45,433,385,0.4,0.8,1.43,4.2
CAMPBELL'S RED & WHITE,0,0,0,0,0,0,0,0,0,85.9,0,0,0.806,0,0,0,0,250,468,0,0,0,0
CAMPBELL'S RED & WHITE,0,0,0,0,0,0,0,0,0,85.9,0,0,0.806,0,0,0,0,69,476,0,0,0,0
CAMPBELL,0,0,0,0,0,0,0,0,0,81.6,0,0,0.769,15,0.55,0,0,308,362,0,2.8,0,0
CAMPBELL,0,0,0,0,0,0,0,0,0,78.8,0.385,1.154,0.385,0,0.55,0,0,354,354,0,1.8,0,0
CAMPBELL SOUP,0,0,0,0,0,0,0,0,0,79.7,0,0,1.154,31,0.55,0,0,338,369,0,0.9,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,78.5,0,0,0.769,15,0.83,0,0,277,438,0,1.8,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,78.9,0,0,0.769,15,0.55,0,0,269,423,0,1.8,0,0
CAMPBELL SOUP,0,0,0,0,0,0,0,0,0,80.6,0,0,1.154,31,0.83,0,0,315,408,0,0.9,0,0
CAMPBELL SOUP,0,0,0,0,0,0,0,0,0,78.6,0,0,1.2,16,0.58,0,0,312,400,0,1,0,0
CAMPBELL SOUP,0,0,0,0,0,0,0,0,0,74.1,0,0,1.538,15,0.83,0,0,277,500,0,1.8,0,0
CAMPBELL SOUP,0,0,0,0,0,0,0,0,0,80.7,0,0,0.385,15,0.55,0,0,331,392,0,0.9,0,0
SOUP,12,0.794,0.296,0.176,4.4,0.081,4.8,0.07,37,85.55,0.29,0.229,0.843,68,1.21,12,174,184,358,0.4,2.1,0.22,0.5
CAMPBELL SOUP,0,0,0,0,0,0,0,0,0,76.6,0,0,1.2,48,0.86,0,0,376,384,0,1,0,0
CAMPBELL SOUP,0,0,0,0,0,0,0,0,0,84.5,0,0,0,16,0.58,0,0,360,432,0,3.8,0,0
CAMPBELL SOUP,0,0,0,0,0,0,0,0,0,82.5,0,0,0,32,0.58,0,0,360,432,0,4.8,0,0
CAMPBELL SOUP,0,0,0,0,0,0,0,0,0,79.8,0,0,0.8,48,0.58,0,0,360,440,0,1.9,0,0
CAMPBELL SOUP,0,0,0,0,0,0,0,0,0,80.3,0,0,0.769,15,0.55,0,0,308,408,0,1.8,0,0
CAMPBELL SOUP,0,0,0,0,0,0,0,0,0,79.2,0,0,0.385,31,0.55,0,0,323,423,0,0.9,0,0
CAMPBELL SOUP,0,0,0,0,0,0,0,0,0,79.1,0,0,0.4,16,0.58,0,0,320,424,0,1.9,0,0
CAMPBELL SOUP,0,0,0,0,0,0,0,0,0,83,0,0,0.4,16,0.58,0,0,304,336,0,1,0,0
CAMPBEL COMPANY,0,0,0,0,0,0,0,0,0,80.2,0,0,0.769,15,0.28,0,0,354,408,0,0,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,85.3,0,0,0.612,8,0.29,0,0,0,367,0,0.5,0,0
CAMPBELL'S CHUNKY MICROWAVABLE BWLS,0,0,0,0,0,0,0,0,0,84.7,0,0,0.816,8,0,0,0,0,363,0,0,0,0
SOUP,13,0.252,0.297,0.118,2.4,0.041,0.24,0.02,32,86.69,0.825,0.728,1.317,66,0.55,8,62,108,332,0.32,0.1,0.41,0.9
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,88.9,0,0,0.408,8,0,0,0,0,343,0,0,0,0
CAMPBELL SOUP COMP,0,0,0,0,0,0,0,0,0,87.8,0,0,0.408,16,0.15,0,0,0,318,0,0,0,0
SOUP,0,0.244,0.28,0.11,0,0.039,0.2,0.03,14,84.5,1.32,0.64,1.63,72,0.28,9,62,125,405,0.25,1,0,0
CAMPBELL SOUP COMP,0,0,0,0,0,0,0,0,0,88.7,0,0,0.204,8,0,0,0,0,347,0,0.5,0,0
SOUP,0,0.137,0.2,0.095,0,0.027,1.07,0.026,22,88.94,0.85,0.13,2.06,68,0.43,8,66,96,425,4.22,1.8,0,0
SOUP,0,0.528,0.22,0.105,0,0.061,0.17,0.041,22,77.93,0.86,0.21,1.58,68,0.79,22,94,148,382,0.69,1.1,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,84.2,0,0,1.02,33,0.73,0,0,0,355,0,0,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,89,0,0,0.204,16,0.44,0,0,0,359,0,0,0,0
CAMPBELL SOUP,0,0,0,0,0,0,0,0,0,85.3,0,0,0.816,8,0.44,0,0,0,355,0,0,0,0
SOUP,0,0.259,0.68,0.095,0,0.033,0.2,0.036,15,86.67,0.7,0.23,1.52,67,0.22,7,65,130,428,0.27,0.5,0,0
SOUP,12,0.211,0.237,0.107,3.5,0.028,0.46,0.034,43,87.17,0.864,0.11,1.895,67,0.22,9,61,101,396,0.51,0.1,0.02,0.1
SAUCE,0,0.319,0.392,0.208,4.7,0.068,0.55,0.037,83,84.02,0.656,0.112,1.6,131,0.22,12,110,167,184,0.47,0,0.08,0.2
SAUCE,0,1.178,0.057,0.063,1.6,0.042,0,0.087,0,78.56,0.253,0.117,0.144,16,0.67,13,30,193,347,0.18,5,0.32,1
CAMPBELL SOUP,0,0,0,0,0,0,0,0,0,84.8,0.397,0,0.397,0,0,0,0,0,651,0,0,0,0
CAMPBELL SOUP,0,0,0,0,0,0,0,0,0,89.1,0,0,0.397,0,0.29,0,0,0,690,0,0,0,0
CAMPBELL,0,0,0,0,0,0,0,0,0,83.9,0,0,1.21,0,0,0,0,0,669,0,0,0,0
SOUP,0,0,0,0,0,0,0,0,0,89.73,0,0.18,0.4,8,0,0,0,0,195,0,0,0,0
SOUP,0,0,0,0,0,0,0,0,0,90.31,0.23,0.13,0.17,15,0.09,0,0,0,181,0,1,0,0
SOUP,0,0,0,0,0,0,0,0,0,86.82,0.07,0.08,0.05,16,0,0,0,0,195,0,1,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,91.1,0,0,0,0,0,0,0,0,508,0,0,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,86.8,0,0,1.695,0,0,0,0,0,322,0,0,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,78.3,0,0,2.542,0,0,0,0,0,458,0,0,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,91.7,0,0,0,0,0,0,0,0,525,0,0,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,87.4,0,0,2.542,0,0,0,0,0,525,0,0,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,91.9,0,0,0,0,0,0,0,0,475,0,0,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,90.6,0,0,0,0,0,0,0,0,483,0,0,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,90,0,0,0.847,0,0,0,0,0,475,0,0,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,88.5,0,0,1.667,0,0,0,0,0,433,0,0,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,89.8,0,0,0.847,0,0,0,0,0,458,0,0,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,89.6,0,0,0,0,0,0,0,0,508,0,0,0,0
CAMPBELL COMPANY,0,0,0,0,0,0,0,0,0,91.2,0,0,0,0,0,0,0,0,424,0,0,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,89.5,0,0,0,0,0,0,0,0,525,0,0,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,90.5,0,0,0,0,0,0,0,0,407,0,0,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,88.6,0,0,0,0,0,0,0,0,542,0,0,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,89.6,0,0,0.833,0,0,0,0,0,450,0,0,0,0
CAMPBELL,0,0,0,0,0,0,0,0,0,84.8,0,0,0.806,16,0.29,0,0,0,605,0,1,0,0
CAMPBELL,0,0,0,0,0,0,0,0,0,84.4,0,0,0.403,16,0,0,0,0,694,0,0,0,0
CAMPBELL,0,0,0,0,0,0,0,0,0,83.8,0,0,2.016,0,0,0,0,0,702,0,0,0,0
CAMPBELL,0,0,0,0,0,0,0,0,0,84.3,0,0,0.806,0,0,0,0,0,653,0,0,0,0
CAMPBELL,0,0,0,0,0,0,0,0,0,84,0,0,1.21,0,0,0,0,0,702,0,0,0,0
CAMPBELL,0,0,0,0,0,0,0,0,0,86.2,0,0,0.806,16,0,0,0,0,573,0,0,0,0
CAMPBELL,0,0,0,0,0,0,0,0,0,82.2,0,0,1.21,0,0,0,0,0,645,0,0,0,0
CAMPBELL,0,0,0,0,0,0,0,0,0,83,0.403,0.403,0.806,0,0.29,0,0,0,645,0,0,0,0
CAMPBELL,0,0,0,0,0,0,0,0,0,85.8,0,0,0.806,0,0,0,0,0,694,0,0,0,0
CAMPBELL,0,0,0,0,0,0,0,0,0,79.1,0,0,1.21,16,0.29,0,0,0,702,0,0,0,0
CAMPBELL,0,0,0,0,0,0,0,0,0,82.2,2.016,1.613,2.016,16,0,0,0,0,629,0,0,0,0
COMPANY,0,0,0,0,0,0,0,0,0,85.4,0,0,0,16,0.57,0,0,0,500,0,0,0,0
CAMPBELL'S RED & WHITE,0,0,0,0,0,0,0,0,0,85.7,0,0,0.397,0,0.29,0,0,0,444,0,0,0,0
CAMPBELL'S RED & WHITE,0,0,0,0,0,0,0,0,0,85.7,0,0,0.397,0,0.29,0,0,0,460,0,0,0,0
CAMPBELL'S RED & WHITE,0,0,0,0,0,0,0,0,0,79.5,0,0,0.397,0,0.57,0,0,0,492,0,0,0,0
CAMPBELL'S RED & WHITE,0,0,0,0,0,0,0,0,0,74.5,0,0,0.397,0,0.29,0,0,0,611,0,1.9,0,0
CAMPBELL'S RED & WHITE,0,0,0,0,0,0,0,0,0,80.3,0,0,2.419,65,0,0,0,0,637,0,0,0,0
CAMPBELL'S RED & WHITE,0,0,0,0,0,0,0,0,0,91,0,0,0.794,2,0,0,0,0,714,0,0,0,0
CAMPBELL'S RED & WHITE,0,0,0,0,0,0,0,0,0,87.2,0,0,0.806,0,0,0,0,0,718,0,0,0,0
CAMPBELL'S RED & WHITE,0,0,0,0,0,0,0,0,0,85.7,0.397,0,0.397,0,0,0,0,0,476,0,0,0,0
SOUP,0,0.499,0.2,0.107,0,0.045,0.17,0.056,9,81.51,0.75,0.49,1.25,74,0.35,10,69,241,442,0.25,2.8,0,0
SOUP,15,0.545,0.21,0.126,3.7,0.039,0.24,0.061,29,86.04,0.377,0.129,0.726,67,0.55,12,63,188,287,0.34,6.3,0.18,1.6
CAMPBELL'S RED & WHITE,0,0,0,0,0,0,0,0,0,84,0,0,1.19,0,0.29,0,0,0,444,0,0,0,0
CAMPBELL'S RED & WHITE,0,0,0,0,0,0,0,0,0,66.8,0,0,0.781,16,1.13,0,0,0,680,0,0,0,0
CAMPBELL'S RED & WHITE,0,0,0,0,0,0,0,0,0,80.5,0,0,0,16,0.57,0,0,0,706,0,0,0,0
CAMPBELL'S RED & WHITE,0,0,0,0,0,0,0,0,0,86.6,0.397,0,0.794,0,0.29,0,0,0,560,0,0,0,0
CAMPBELL'S RED & WHITE,0,0,0,0,0,0,0,0,0,86.4,0,0,0.397,16,0.57,0,0,0,698,0,1,0,0
CAMPBELL'S RED & WHITE,0,0,0,0,0,0,0,0,0,82.8,0,0,0.397,0,0.29,0,0,0,476,0,0,0,0
CAMPBELL'S RED & WHITE,0,0,0,0,0,0,0,0,0,79.7,0,0,0.397,16,0.86,0,0,0,762,0,0,0,0
CAMPBELL'S RED & WHITE,0,0,0,0,0,0,0,0,0,83.3,0,0.397,0.397,16,0.57,0,0,0,698,0,0,0,0
COMPANY,0,0,0,0,0,0,0,0,0,89.6,0,0,2.778,0,1.43,0,0,0,722,0,0,0,0
SOUP COMPANY,0,0,0,0,0,0,0,0,0,83,0,0,1.19,16,0.57,0,0,0,778,0,0,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,86.8,0,0,0.806,0,0.29,0,0,0,710,0,0,0,0
CAMPBELL'S RED & WHITE,0,0,0,0,0,0,0,0,0,80.3,0,0,1.613,16,0,0,0,0,710,0,0,0,0
CAMPBELL'S RED & WHITE,0,0,0,0,0,0,0,0,0,81.6,0,0,0,16,0.57,0,0,0,627,0,0,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,78.7,0,0,0.397,16,0.57,0,0,0,706,0,0,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,81.6,0,0,0.397,16,0.57,0,0,0,706,0,0,0,0
CAMPBELL SOUP COMPANY,0,0,0,0,0,0,0,0,0,80.3,0,0,0,0,0.58,0,0,0,573,0,4.8,0,0
CAMPBELL SOUP,0,0,0,0,0,0,0,0,0,75.4,0,0,1.19,32,0.29,0,0,0,698,0,4.8,0,0
CAMPBELL'S RED & WHITE,0,0,0,0,0,0,0,0,0,66,0,0.391,1.563,16,1.13,0,0,0,664,0,0,0,0
CAMPBELL'S RED & WHITE,0,0,0,0,0,0,0,0,0,76,0,0,0.397,32,0.86,0,0,0,659,0,1,0,0
CAMPBELL'S CHUNKY SOUPS,0,0,0,0,0,0,0,0,0,83.8,0,0,0.408,16,0.29,0,0,0,355,0,0,0,0
CAMPBELL'S CHUNKY SOUPS,0,0,0,0,0,0,0,0,0,82.3,0,0,1.02,8,0.59,0,0,0,384,0,0,0,0
CAMPBELL'S CHUNKY SOUPS,0,0,0,0,0,0,0,0,0,80.7,0,0,1.02,24,0.59,0,0,0,367,0,0,0,0
